Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,symbol,timeframe,data_source
2025-02-26 09:30:00-05:00,21159.41015625,21213.982421875,21140.65234375,21172.18359375,52025991,0.0,0.0,^NDX,15min,yfinance
2025-02-26 09:45:00-05:00,21175.83984375,21256.7265625,21166.154296875,21247.494140625,59114213,0.0,0.0,^NDX,15min,yfinance
2025-02-26 10:00:00-05:00,21242.1015625,21276.775390625,21213.017578125,21269.234375,53589772,0.0,0.0,^NDX,15min,yfinance
2025-02-26 10:15:00-05:00,21268.451171875,21310.1015625,21215.76953125,21220.38671875,53596902,0.0,0.0,^NDX,15min,yfinance
2025-02-26 10:30:00-05:00,21226.25,21290.98828125,21226.25,21280.328125,46590407,0.0,0.0,^NDX,15min,yfinance
2025-02-26 10:45:00-05:00,21278.748046875,21298.69921875,21259.478515625,21296.25390625,37104046,0.0,0.0,^NDX,15min,yfinance
2025-02-26 11:00:00-05:00,21301.05078125,21346.658203125,21299.13671875,21343.5859375,42935495,0.0,0.0,^NDX,15min,yfinance
2025-02-26 11:15:00-05:00,21339.28515625,21339.28515625,21303.833984375,21310.91015625,35620115,0.0,0.0,^NDX,15min,yfinance
2025-02-26 11:30:00-05:00,21308.986328125,21346.162109375,21297.11328125,21317.599609375,34619968,0.0,0.0,^NDX,15min,yfinance
2025-02-26 11:45:00-05:00,21322.462890625,21349.9765625,21287.072265625,21290.6171875,31346478,0.0,0.0,^NDX,15min,yfinance
2025-02-26 12:00:00-05:00,21294.76171875,21342.6015625,21282.61328125,21337.88671875,28515635,0.0,0.0,^NDX,15min,yfinance
2025-02-26 12:15:00-05:00,21338.7578125,21348.1953125,21302.984375,21320.998046875,26106754,0.0,0.0,^NDX,15min,yfinance
2025-02-26 12:30:00-05:00,21320.66796875,21332.21875,21252.98828125,21268.841796875,28578030,0.0,0.0,^NDX,15min,yfinance
2025-02-26 12:45:00-05:00,21269.958984375,21276.3828125,21179.677734375,21194.865234375,32396559,0.0,0.0,^NDX,15min,yfinance
2025-02-26 13:00:00-05:00,21190.365234375,21199.484375,21155.697265625,21181.564453125,29933882,0.0,0.0,^NDX,15min,yfinance
2025-02-26 13:15:00-05:00,21181.521484375,21191.369140625,21118.8515625,21119.66015625,29476766,0.0,0.0,^NDX,15min,yfinance
2025-02-26 13:30:00-05:00,21114.51953125,21144.828125,21076.576171875,21095.78515625,29934968,0.0,0.0,^NDX,15min,yfinance
2025-02-26 13:45:00-05:00,21097.03515625,21107.767578125,21033.349609375,21048.248046875,41648771,0.0,0.0,^NDX,15min,yfinance
2025-02-26 14:00:00-05:00,21047.447265625,21074.21875,21013.3359375,21039.068359375,45778472,0.0,0.0,^NDX,15min,yfinance
2025-02-26 14:15:00-05:00,21038.96484375,21095.1328125,21017.52734375,21073.251953125,30586812,0.0,0.0,^NDX,15min,yfinance
2025-02-26 14:30:00-05:00,21070.96875,21112.86328125,21063.150390625,21096.0390625,16620980,0.0,0.0,^NDX,15min,yfinance
2025-02-26 14:45:00-05:00,21096.673828125,21108.744140625,21034.453125,21036.80859375,26580042,0.0,0.0,^NDX,15min,yfinance
2025-02-26 15:00:00-05:00,21038.76953125,21077.490234375,21027.7890625,21062.689453125,32812759,0.0,0.0,^NDX,15min,yfinance
2025-02-26 15:15:00-05:00,21062.216796875,21108.41015625,21054.826171875,21098.31640625,34775726,0.0,0.0,^NDX,15min,yfinance
2025-02-26 15:30:00-05:00,21094.783203125,21145.162109375,21074.916015625,21143.73046875,42574865,0.0,0.0,^NDX,15min,yfinance
2025-02-26 15:45:00-05:00,21142.177734375,21163.384765625,21111.650390625,21137.451171875,71154000,0.0,0.0,^NDX,15min,yfinance
2025-02-27 09:30:00-05:00,21279.724609375,21321.740234375,21117.255859375,21136.365234375,72341087,0.0,0.0,^NDX,15min,yfinance
2025-02-27 09:45:00-05:00,21138.46875,21175.734375,20946.126953125,20958.4765625,94191391,0.0,0.0,^NDX,15min,yfinance
2025-02-27 10:00:00-05:00,20939.154296875,21023.568359375,20851.568359375,21010.7578125,87572269,0.0,0.0,^NDX,15min,yfinance
2025-02-27 10:15:00-05:00,21007.455078125,21105.271484375,21006.0546875,21073.689453125,57341398,0.0,0.0,^NDX,15min,yfinance
2025-02-27 10:30:00-05:00,21075.201171875,21076.6796875,20991.08984375,21064.109375,47721976,0.0,0.0,^NDX,15min,yfinance
2025-02-27 10:45:00-05:00,21054.84375,21070.904296875,20964.642578125,20964.642578125,39922303,0.0,0.0,^NDX,15min,yfinance
2025-02-27 11:00:00-05:00,20964.82421875,21064.25,20962.912109375,21063.89453125,43665339,0.0,0.0,^NDX,15min,yfinance
2025-02-27 11:15:00-05:00,21059.947265625,21102.28125,21009.220703125,21015.01171875,38924401,0.0,0.0,^NDX,15min,yfinance
2025-02-27 11:30:00-05:00,21009.5078125,21046.2890625,21006.646484375,21015.302734375,29075586,0.0,0.0,^NDX,15min,yfinance
2025-02-27 11:45:00-05:00,21014.455078125,21026.94140625,20947.525390625,20952.560546875,29712202,0.0,0.0,^NDX,15min,yfinance
2025-02-27 12:00:00-05:00,20955.197265625,20974.228515625,20943.09765625,20959.712890625,29455831,0.0,0.0,^NDX,15min,yfinance
2025-02-27 12:15:00-05:00,20960.91015625,20999.76171875,20912.232421875,20999.76171875,29103969,0.0,0.0,^NDX,15min,yfinance
2025-02-27 12:30:00-05:00,21001.19140625,21016.890625,20945.150390625,20955.20703125,26371584,0.0,0.0,^NDX,15min,yfinance
2025-02-27 12:45:00-05:00,20958.08984375,20985.99609375,20948.673828125,20982.724609375,25100000,0.0,0.0,^NDX,15min,yfinance
2025-02-27 13:00:00-05:00,20981.921875,21044.1953125,20979.736328125,21037.876953125,31171754,0.0,0.0,^NDX,15min,yfinance
2025-02-27 13:15:00-05:00,21037.23828125,21061.59765625,21022.416015625,21041.009765625,28679534,0.0,0.0,^NDX,15min,yfinance
2025-02-27 13:30:00-05:00,21042.7421875,21054.73828125,21021.478515625,21023.1328125,24293476,0.0,0.0,^NDX,15min,yfinance
2025-02-27 13:45:00-05:00,21023.53515625,21037.30859375,20998.873046875,20998.873046875,25665242,0.0,0.0,^NDX,15min,yfinance
2025-02-27 14:00:00-05:00,21001.287109375,21001.287109375,20935.42578125,20936.509765625,30779000,0.0,0.0,^NDX,15min,yfinance
2025-02-27 14:15:00-05:00,20937.8359375,20937.8359375,20843.01953125,20845.4140625,40956134,0.0,0.0,^NDX,15min,yfinance
2025-02-27 14:30:00-05:00,20846.265625,20846.265625,20748.5703125,20777.5625,55327782,0.0,0.0,^NDX,15min,yfinance
2025-02-27 14:45:00-05:00,20778.630859375,20807.19140625,20764.208984375,20780.78515625,45900000,0.0,0.0,^NDX,15min,yfinance
2025-02-27 15:00:00-05:00,20783.865234375,20785.580078125,20665.083984375,20685.46484375,52881000,0.0,0.0,^NDX,15min,yfinance
2025-02-27 15:15:00-05:00,20695.240234375,20701.650390625,20635.48828125,20637.837890625,56499000,0.0,0.0,^NDX,15min,yfinance
2025-02-27 15:30:00-05:00,20647.9140625,20683.19921875,20615.703125,20624.337890625,53531000,0.0,0.0,^NDX,15min,yfinance
2025-02-27 15:45:00-05:00,20622.90625,20652.1796875,20543.365234375,20553.85546875,106165000,0.0,0.0,^NDX,15min,yfinance
2025-02-28 09:30:00-05:00,20520.771484375,20581.337890625,20407.51953125,20567.484375,74261627,0.0,0.0,^NDX,15min,yfinance
2025-02-28 09:45:00-05:00,20561.5,20576.08203125,20501.37890625,20539.626953125,70329714,0.0,0.0,^NDX,15min,yfinance
2025-02-28 10:00:00-05:00,20535.515625,20647.267578125,20516.927734375,20645.44140625,75804828,0.0,0.0,^NDX,15min,yfinance
2025-02-28 10:15:00-05:00,20645.83984375,20713.19921875,20587.59375,20712.943359375,68023043,0.0,0.0,^NDX,15min,yfinance
2025-02-28 10:30:00-05:00,20699.38671875,20731.07421875,20634.712890625,20658.267578125,66935004,0.0,0.0,^NDX,15min,yfinance
2025-02-28 10:45:00-05:00,20652.333984375,20716.20703125,20642.1015625,20716.20703125,41936326,0.0,0.0,^NDX,15min,yfinance
2025-02-28 11:00:00-05:00,20716.96875,20727.244140625,20652.67578125,20660.677734375,43136371,0.0,0.0,^NDX,15min,yfinance
2025-02-28 11:15:00-05:00,20659.654296875,20667.87109375,20590.28125,20593.271484375,39186118,0.0,0.0,^NDX,15min,yfinance
2025-02-28 11:30:00-05:00,20588.85546875,20686.453125,20582.59375,20682.484375,35454984,0.0,0.0,^NDX,15min,yfinance
2025-02-28 11:45:00-05:00,20681.931640625,20690.779296875,20644.994140625,20647.65625,25866870,0.0,0.0,^NDX,15min,yfinance
2025-02-28 12:00:00-05:00,20650.255859375,20666.62109375,20620.869140625,20666.5703125,28149141,0.0,0.0,^NDX,15min,yfinance
