Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,symbol,timeframe,data_source
2023-01-03 00:00:00-05:00,11038.419921875,11093.099609375,10770.9296875,10862.6396484375,4780650000,0.0,0.0,^NDX,1day,yfinance
2023-01-04 00:00:00-05:00,10949.33984375,10981.4599609375,10785.5302734375,10914.7998046875,5085380000,0.0,0.0,^NDX,1day,yfinance
2023-01-05 00:00:00-05:00,10837.25,10842.330078125,10728.259765625,10741.2197265625,4764270000,0.0,0.0,^NDX,1day,yfinance
2023-01-06 00:00:00-05:00,10807.4599609375,11082.58984375,10696.419921875,11040.349609375,5199780000,0.0,0.0,^NDX,1day,yfinance
2023-01-09 00:00:00-05:00,11133.0703125,11304.83984375,11085.3203125,11108.4501953125,5132190000,0.0,0.0,^NDX,1day,yfinance
2023-01-10 00:00:00-05:00,11069.0498046875,11207.5595703125,11050.6796875,11205.7802734375,4710680000,0.0,0.0,^NDX,1day,yfinance
2023-01-11 00:00:00-05:00,11259.16015625,11403.8896484375,11220.75,11402.51953125,5284390000,0.0,0.0,^NDX,1day,yfinance
2023-01-12 00:00:00-05:00,11441.4501953125,11500.8603515625,11246.01953125,11459.6103515625,5681240000,0.0,0.0,^NDX,1day,yfinance
2023-01-13 00:00:00-05:00,11362.1298828125,11547.9599609375,11347.599609375,11541.48046875,5077990000,0.0,0.0,^NDX,1day,yfinance
2023-01-17 00:00:00-05:00,11531.5400390625,11615.9501953125,11484.01953125,11557.1904296875,5138410000,0.0,0.0,^NDX,1day,yfinance
2023-01-18 00:00:00-05:00,11636.6103515625,11690.26953125,11403.3095703125,11410.2900390625,5288630000,0.0,0.0,^NDX,1day,yfinance
2023-01-19 00:00:00-05:00,11345.1904296875,11388.4599609375,11251.9404296875,11295.669921875,4660800000,0.0,0.0,^NDX,1day,yfinance
2023-01-20 00:00:00-05:00,11363.849609375,11623.2001953125,11329.5400390625,11619.0302734375,5980110000,0.0,0.0,^NDX,1day,yfinance
2023-01-23 00:00:00-05:00,11652.0,11918.8603515625,11617.830078125,11872.5400390625,5997810000,0.0,0.0,^NDX,1day,yfinance
2023-01-24 00:00:00-05:00,11802.9501953125,11889.3701171875,11780.0703125,11846.6396484375,5670860000,0.0,0.0,^NDX,1day,yfinance
2023-01-25 00:00:00-05:00,11636.009765625,11841.8095703125,11550.0703125,11814.6904296875,5485570000,0.0,0.0,^NDX,1day,yfinance
2023-01-26 00:00:00-05:00,11972.5703125,12055.8095703125,11853.3701171875,12051.48046875,5732890000,0.0,0.0,^NDX,1day,yfinance
2023-01-27 00:00:00-05:00,12000.2099609375,12248.150390625,11999.8701171875,12166.599609375,6243800000,0.0,0.0,^NDX,1day,yfinance
2023-01-30 00:00:00-05:00,12047.16015625,12087.6796875,11906.1103515625,11912.3896484375,5122320000,0.0,0.0,^NDX,1day,yfinance
2023-01-31 00:00:00-05:00,11915.9404296875,12104.1298828125,11915.9404296875,12101.9296875,5695150000,0.0,0.0,^NDX,1day,yfinance
2023-02-01 00:00:00-05:00,12087.919921875,12458.8701171875,12010.73046875,12363.099609375,6336040000,0.0,0.0,^NDX,1day,yfinance
