Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,symbol,timeframe,data_source
2023-01-03 00:00:00-05:00,112.73999786376953,112.73999786376953,112.73999786376953,112.73999786376953,0,0.0,0.0,^SKEW,1day,yfinance
2023-01-04 00:00:00-05:00,112.13999938964844,112.13999938964844,112.13999938964844,112.13999938964844,0,0.0,0.0,^SKEW,1day,yfinance
2023-01-05 00:00:00-05:00,112.66999816894531,112.66999816894531,112.66999816894531,112.66999816894531,0,0.0,0.0,^SKEW,1day,yfinance
2023-01-06 00:00:00-05:00,113.86000061035156,113.86000061035156,113.86000061035156,113.86000061035156,0,0.0,0.0,^SKEW,1day,yfinance
2023-01-09 00:00:00-05:00,114.41999816894531,114.41999816894531,114.41999816894531,114.41999816894531,0,0.0,0.0,^SKEW,1day,yfinance
2023-01-10 00:00:00-05:00,114.6500015258789,114.6500015258789,114.6500015258789,114.6500015258789,0,0.0,0.0,^SKEW,1day,yfinance
2023-01-11 00:00:00-05:00,115.0999984741211,115.0999984741211,115.0999984741211,115.0999984741211,0,0.0,0.0,^SKEW,1day,yfinance
2023-01-12 00:00:00-05:00,117.38999938964844,117.38999938964844,117.38999938964844,117.38999938964844,0,0.0,0.0,^SKEW,1day,yfinance
2023-01-13 00:00:00-05:00,121.69999694824219,121.69999694824219,121.69999694824219,121.69999694824219,0,0.0,0.0,^SKEW,1day,yfinance
2023-01-17 00:00:00-05:00,120.01000213623047,120.01000213623047,120.01000213623047,120.01000213623047,0,0.0,0.0,^SKEW,1day,yfinance
2023-01-18 00:00:00-05:00,119.91000366210938,119.91000366210938,119.91000366210938,119.91000366210938,0,0.0,0.0,^SKEW,1day,yfinance
2023-01-19 00:00:00-05:00,121.2300033569336,121.2300033569336,121.2300033569336,121.2300033569336,0,0.0,0.0,^SKEW,1day,yfinance
2023-01-20 00:00:00-05:00,120.19000244140625,120.19000244140625,120.19000244140625,120.19000244140625,0,0.0,0.0,^SKEW,1day,yfinance
2023-01-23 00:00:00-05:00,120.91000366210938,120.91000366210938,120.91000366210938,120.91000366210938,0,0.0,0.0,^SKEW,1day,yfinance
2023-01-24 00:00:00-05:00,121.33999633789062,121.33999633789062,121.33999633789062,121.33999633789062,0,0.0,0.0,^SKEW,1day,yfinance
2023-01-25 00:00:00-05:00,121.04000091552734,121.04000091552734,121.04000091552734,121.04000091552734,0,0.0,0.0,^SKEW,1day,yfinance
2023-01-26 00:00:00-05:00,121.48999786376953,121.48999786376953,121.48999786376953,121.48999786376953,0,0.0,0.0,^SKEW,1day,yfinance
2023-01-27 00:00:00-05:00,121.97000122070312,121.97000122070312,121.97000122070312,121.97000122070312,0,0.0,0.0,^SKEW,1day,yfinance
2023-01-30 00:00:00-05:00,120.69000244140625,120.69000244140625,120.69000244140625,120.69000244140625,0,0.0,0.0,^SKEW,1day,yfinance
2023-01-31 00:00:00-05:00,123.29000091552734,123.29000091552734,123.29000091552734,123.29000091552734,0,0.0,0.0,^SKEW,1day,yfinance
2023-02-01 00:00:00-05:00,122.19000244140625,122.19000244140625,122.19000244140625,122.19000244140625,0,0.0,0.0,^SKEW,1day,yfinance
2023-02-02 00:00:00-05:00,123.87999725341797,123.87999725341797,123.87999725341797,123.87999725341797,0,0.0,0.0,^SKEW,1day,yfinance
2023-02-03 00:00:00-05:00,123.08000183105469,123.08000183105469,123.08000183105469,123.08000183105469,0,0.0,0.0,^SKEW,1day,yfinance
2023-02-06 00:00:00-05:00,123.01000213623047,123.01000213623047,123.01000213623047,123.01000213623047,0,0.0,0.0,^SKEW,1day,yfinance
2023-02-07 00:00:00-05:00,123.36000061035156,123.36000061035156,123.36000061035156,123.36000061035156,0,0.0,0.0,^SKEW,1day,yfinance
2023-02-08 00:00:00-05:00,121.5199966430664,121.5199966430664,121.5199966430664,121.5199966430664,0,0.0,0.0,^SKEW,1day,yfinance
2023-02-09 00:00:00-05:00,120.58000183105469,120.58000183105469,120.58000183105469,120.58000183105469,0,0.0,0.0,^SKEW,1day,yfinance
2023-02-10 00:00:00-05:00,120.87999725341797,120.87999725341797,120.87999725341797,120.87999725341797,0,0.0,0.0,^SKEW,1day,yfinance
2023-02-13 00:00:00-05:00,122.4800033569336,122.4800033569336,122.4800033569336,122.4800033569336,0,0.0,0.0,^SKEW,1day,yfinance
2023-02-15 00:00:00-05:00,121.36000061035156,121.36000061035156,121.36000061035156,121.36000061035156,0,0.0,0.0,^SKEW,1day,yfinance
2023-02-16 00:00:00-05:00,123.08999633789062,123.08999633789062,123.08999633789062,123.08999633789062,0,0.0,0.0,^SKEW,1day,yfinance
2023-02-17 00:00:00-05:00,122.88999938964844,122.88999938964844,122.88999938964844,122.88999938964844,0,0.0,0.0,^SKEW,1day,yfinance
2023-02-21 00:00:00-05:00,124.08999633789062,124.08999633789062,124.08999633789062,124.08999633789062,0,0.0,0.0,^SKEW,1day,yfinance
2023-02-22 00:00:00-05:00,122.80999755859375,122.80999755859375,122.80999755859375,122.80999755859375,0,0.0,0.0,^SKEW,1day,yfinance
2023-02-23 00:00:00-05:00,121.8499984741211,121.8499984741211,121.8499984741211,121.8499984741211,0,0.0,0.0,^SKEW,1day,yfinance
2023-02-24 00:00:00-05:00,121.22000122070312,121.22000122070312,121.22000122070312,121.22000122070312,0,0.0,0.0,^SKEW,1day,yfinance
2023-02-27 00:00:00-05:00,120.54000091552734,120.54000091552734,120.54000091552734,120.54000091552734,0,0.0,0.0,^SKEW,1day,yfinance
2023-02-28 00:00:00-05:00,120.01000213623047,120.01000213623047,120.01000213623047,120.01000213623047,0,0.0,0.0,^SKEW,1day,yfinance
2023-03-01 00:00:00-05:00,118.88999938964844,118.88999938964844,118.88999938964844,118.88999938964844,0,0.0,0.0,^SKEW,1day,yfinance
2023-03-03 00:00:00-05:00,118.13999938964844,118.13999938964844,118.13999938964844,118.13999938964844,0,0.0,0.0,^SKEW,1day,yfinance
2023-03-06 00:00:00-05:00,120.19000244140625,120.19000244140625,120.19000244140625,120.19000244140625,0,0.0,0.0,^SKEW,1day,yfinance
2023-03-07 00:00:00-05:00,120.55999755859375,120.55999755859375,120.55999755859375,120.55999755859375,0,0.0,0.0,^SKEW,1day,yfinance
2023-03-09 00:00:00-05:00,122.22000122070312,122.22000122070312,122.22000122070312,122.22000122070312,0,0.0,0.0,^SKEW,1day,yfinance
2023-03-10 00:00:00-05:00,130.27000427246094,130.27000427246094,130.27000427246094,130.27000427246094,0,0.0,0.0,^SKEW,1day,yfinance
2023-03-13 00:00:00-04:00,132.13999938964844,132.13999938964844,132.13999938964844,132.13999938964844,0,0.0,0.0,^SKEW,1day,yfinance
2023-03-14 00:00:00-04:00,132.72000122070312,132.72000122070312,132.72000122070312,132.72000122070312,0,0.0,0.0,^SKEW,1day,yfinance
2023-03-15 00:00:00-04:00,136.6199951171875,136.6199951171875,136.6199951171875,136.6199951171875,0,0.0,0.0,^SKEW,1day,yfinance
2023-03-16 00:00:00-04:00,134.52999877929688,134.52999877929688,134.52999877929688,134.52999877929688,0,0.0,0.0,^SKEW,1day,yfinance
2023-03-17 00:00:00-04:00,131.33999633789062,131.33999633789062,131.33999633789062,131.33999633789062,0,0.0,0.0,^SKEW,1day,yfinance
2023-03-20 00:00:00-04:00,129.91000366210938,129.91000366210938,129.91000366210938,129.91000366210938,0,0.0,0.0,^SKEW,1day,yfinance
2023-03-21 00:00:00-04:00,127.45999908447266,127.45999908447266,127.45999908447266,127.45999908447266,0,0.0,0.0,^SKEW,1day,yfinance
2023-03-22 00:00:00-04:00,123.16000366210938,123.16000366210938,123.16000366210938,123.16000366210938,0,0.0,0.0,^SKEW,1day,yfinance
2023-03-24 00:00:00-04:00,126.87999725341797,126.87999725341797,126.87999725341797,126.87999725341797,0,0.0,0.0,^SKEW,1day,yfinance
2023-03-27 00:00:00-04:00,126.0,126.0,126.0,126.0,0,0.0,0.0,^SKEW,1day,yfinance
2023-03-28 00:00:00-04:00,122.9000015258789,122.9000015258789,122.9000015258789,122.9000015258789,0,0.0,0.0,^SKEW,1day,yfinance
2023-03-29 00:00:00-04:00,123.76000213623047,123.76000213623047,123.76000213623047,123.76000213623047,0,0.0,0.0,^SKEW,1day,yfinance
2023-03-30 00:00:00-04:00,126.30999755859375,126.30999755859375,126.30999755859375,126.30999755859375,0,0.0,0.0,^SKEW,1day,yfinance
2023-03-31 00:00:00-04:00,125.8499984741211,125.8499984741211,125.8499984741211,125.8499984741211,0,0.0,0.0,^SKEW,1day,yfinance
2023-04-03 00:00:00-04:00,126.20999908447266,126.20999908447266,126.20999908447266,126.20999908447266,0,0.0,0.0,^SKEW,1day,yfinance
2023-04-04 00:00:00-04:00,127.02999877929688,127.02999877929688,127.02999877929688,127.02999877929688,0,0.0,0.0,^SKEW,1day,yfinance
2023-04-05 00:00:00-04:00,126.9800033569336,126.9800033569336,126.9800033569336,126.9800033569336,0,0.0,0.0,^SKEW,1day,yfinance
2023-04-06 00:00:00-04:00,124.41999816894531,124.41999816894531,124.41999816894531,124.41999816894531,0,0.0,0.0,^SKEW,1day,yfinance
2023-04-10 00:00:00-04:00,126.95999908447266,126.95999908447266,126.95999908447266,126.95999908447266,0,0.0,0.0,^SKEW,1day,yfinance
2023-04-11 00:00:00-04:00,127.41999816894531,127.41999816894531,127.41999816894531,127.41999816894531,0,0.0,0.0,^SKEW,1day,yfinance
2023-04-12 00:00:00-04:00,130.0,130.0,130.0,130.0,0,0.0,0.0,^SKEW,1day,yfinance
2023-04-13 00:00:00-04:00,132.36000061035156,132.36000061035156,132.36000061035156,132.36000061035156,0,0.0,0.0,^SKEW,1day,yfinance
2023-04-14 00:00:00-04:00,134.64999389648438,134.64999389648438,134.64999389648438,134.64999389648438,0,0.0,0.0,^SKEW,1day,yfinance
2023-04-17 00:00:00-04:00,135.0399932861328,135.0399932861328,135.0399932861328,135.0399932861328,0,0.0,0.0,^SKEW,1day,yfinance
2023-04-18 00:00:00-04:00,137.1199951171875,137.1199951171875,137.1199951171875,137.1199951171875,0,0.0,0.0,^SKEW,1day,yfinance
