Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,symbol,timeframe,data_source
2025-02-26 00:00:00-05:00,4.682499885559082,4.693999767303467,4.678500175476074,4.692999839782715,60,0.0,0.0,HG=F,30min,yfinance
2025-02-26 00:30:00-05:00,4.690999984741211,4.690999984741211,4.682499885559082,4.682499885559082,97,0.0,0.0,HG=F,30min,yfinance
2025-02-26 01:00:00-05:00,4.684999942779541,4.684999942779541,4.665999889373779,4.667500019073486,2563,0.0,0.0,HG=F,30min,yfinance
2025-02-26 01:30:00-05:00,4.666500091552734,4.666500091552734,4.651000022888184,4.652500152587891,233,0.0,0.0,HG=F,30min,yfinance
2025-02-26 02:00:00-05:00,4.652500152587891,4.664999961853027,4.652500152587891,4.656499862670898,73,0.0,0.0,HG=F,30min,yfinance
2025-02-26 02:30:00-05:00,4.660999774932861,4.673999786376953,4.6554999351501465,4.65749979019165,148,0.0,0.0,HG=F,30min,yfinance
2025-02-26 03:00:00-05:00,4.6545000076293945,4.668000221252441,4.646999835968018,4.668000221252441,279,0.0,0.0,HG=F,30min,yfinance
2025-02-26 03:30:00-05:00,4.666999816894531,4.672999858856201,4.665500164031982,4.671000003814697,278,0.0,0.0,HG=F,30min,yfinance
2025-02-26 04:00:00-05:00,4.672999858856201,4.679999828338623,4.6585001945495605,4.658999919891357,358,0.0,0.0,HG=F,30min,yfinance
2025-02-26 04:30:00-05:00,4.661499977111816,4.661499977111816,4.650000095367432,4.651000022888184,286,0.0,0.0,HG=F,30min,yfinance
2025-02-26 05:00:00-05:00,4.6504998207092285,4.6545000076293945,4.633999824523926,4.635499954223633,394,0.0,0.0,HG=F,30min,yfinance
2025-02-26 05:30:00-05:00,4.633500099182129,4.647500038146973,4.633500099182129,4.639999866485596,185,0.0,0.0,HG=F,30min,yfinance
2025-02-26 06:00:00-05:00,4.641499996185303,4.642499923706055,4.637499809265137,4.637499809265137,276,0.0,0.0,HG=F,30min,yfinance
2025-02-26 06:30:00-05:00,4.646999835968018,4.648499965667725,4.640500068664551,4.642499923706055,237,0.0,0.0,HG=F,30min,yfinance
2025-02-26 07:00:00-05:00,4.642000198364258,4.644499778747559,4.631499767303467,4.631499767303467,230,0.0,0.0,HG=F,30min,yfinance
2025-02-26 07:30:00-05:00,4.631999969482422,4.637499809265137,4.617000102996826,4.61899995803833,628,0.0,0.0,HG=F,30min,yfinance
2025-02-26 08:00:00-05:00,4.619500160217285,4.623499870300293,4.580999851226807,4.593999862670898,697,0.0,0.0,HG=F,30min,yfinance
2025-02-26 08:30:00-05:00,4.5920000076293945,4.59499979019165,4.582499980926514,4.59250020980835,1312,0.0,0.0,HG=F,30min,yfinance
2025-02-26 09:00:00-05:00,4.5914998054504395,4.5920000076293945,4.564000129699707,4.570000171661377,1077,0.0,0.0,HG=F,30min,yfinance
2025-02-26 09:30:00-05:00,4.567999839782715,4.567999839782715,4.5295000076293945,4.54449987411499,831,0.0,0.0,HG=F,30min,yfinance
2025-02-26 10:00:00-05:00,4.540999889373779,4.559999942779541,4.540999889373779,4.559000015258789,343,0.0,0.0,HG=F,30min,yfinance
2025-02-26 10:30:00-05:00,4.558000087738037,4.571000099182129,4.558000087738037,4.561999797821045,875,0.0,0.0,HG=F,30min,yfinance
2025-02-26 11:00:00-05:00,4.564000129699707,4.577000141143799,4.557499885559082,4.567999839782715,725,0.0,0.0,HG=F,30min,yfinance
2025-02-26 11:30:00-05:00,4.567500114440918,4.5954999923706055,4.564499855041504,4.566500186920166,429,0.0,0.0,HG=F,30min,yfinance
2025-02-26 12:00:00-05:00,4.566500186920166,4.572999954223633,4.550000190734863,4.559000015258789,802,0.0,0.0,HG=F,30min,yfinance
2025-02-26 12:30:00-05:00,4.560500144958496,4.560500144958496,4.53249979019165,4.5395002365112305,995,0.0,0.0,HG=F,30min,yfinance
2025-02-26 13:00:00-05:00,4.539000034332275,4.5395002365112305,4.5304999351501465,4.538000106811523,837,0.0,0.0,HG=F,30min,yfinance
2025-02-26 13:30:00-05:00,4.5345001220703125,4.5345001220703125,4.52400016784668,4.5254998207092285,206,0.0,0.0,HG=F,30min,yfinance
2025-02-26 14:00:00-05:00,4.5254998207092285,4.53249979019165,4.525000095367432,4.5320000648498535,79,0.0,0.0,HG=F,30min,yfinance
2025-02-26 14:30:00-05:00,4.531499862670898,4.5329999923706055,4.5279998779296875,4.5279998779296875,103,0.0,0.0,HG=F,30min,yfinance
2025-02-26 15:00:00-05:00,4.524499893188477,4.524499893188477,4.51800012588501,4.5229997634887695,44,0.0,0.0,HG=F,30min,yfinance
2025-02-26 15:30:00-05:00,4.521999835968018,4.528500080108643,4.520500183105469,4.528500080108643,80,0.0,0.0,HG=F,30min,yfinance
2025-02-26 16:00:00-05:00,4.528500080108643,4.5335001945495605,4.528500080108643,4.5329999923706055,44,0.0,0.0,HG=F,30min,yfinance
2025-02-26 16:30:00-05:00,4.5355000495910645,4.5355000495910645,4.5345001220703125,4.5345001220703125,4,0.0,0.0,HG=F,30min,yfinance
2025-02-26 18:00:00-05:00,4.537499904632568,4.537499904632568,4.528500080108643,4.5295000076293945,92,0.0,0.0,HG=F,30min,yfinance
2025-02-26 18:30:00-05:00,4.5304999351501465,4.5355000495910645,4.53000020980835,4.5345001220703125,22,0.0,0.0,HG=F,30min,yfinance
2025-02-26 19:00:00-05:00,4.53249979019165,4.5329999923706055,4.531000137329102,4.5329999923706055,8,0.0,0.0,HG=F,30min,yfinance
2025-02-26 19:30:00-05:00,4.5329999923706055,4.5329999923706055,4.526000022888184,4.526000022888184,4,0.0,0.0,HG=F,30min,yfinance
2025-02-26 20:00:00-05:00,4.513000011444092,4.518499851226807,4.508500099182129,4.518499851226807,14,0.0,0.0,HG=F,30min,yfinance
2025-02-26 20:30:00-05:00,4.527500152587891,4.527500152587891,4.520999908447266,4.521500110626221,5,0.0,0.0,HG=F,30min,yfinance
2025-02-26 21:00:00-05:00,4.514999866485596,4.517499923706055,4.507999897003174,4.513999938964844,54,0.0,0.0,HG=F,30min,yfinance
2025-02-26 21:30:00-05:00,4.519000053405762,4.519499778747559,4.507999897003174,4.507999897003174,17,0.0,0.0,HG=F,30min,yfinance
2025-02-26 22:00:00-05:00,4.513999938964844,4.514999866485596,4.507999897003174,4.507999897003174,42,0.0,0.0,HG=F,30min,yfinance
2025-02-26 22:30:00-05:00,4.515500068664551,4.515999794006348,4.511499881744385,4.514999866485596,36,0.0,0.0,HG=F,30min,yfinance
2025-02-26 23:00:00-05:00,4.508500099182129,4.512499809265137,4.507500171661377,4.510000228881836,7,0.0,0.0,HG=F,30min,yfinance
2025-02-26 23:30:00-05:00,4.508500099182129,4.508500099182129,4.505499839782715,4.507500171661377,50,0.0,0.0,HG=F,30min,yfinance
2025-02-27 00:00:00-05:00,4.50600004196167,4.513000011444092,4.50600004196167,4.511499881744385,21,0.0,0.0,HG=F,30min,yfinance
2025-02-27 00:30:00-05:00,4.507999897003174,4.511499881744385,4.504000186920166,4.511499881744385,25,0.0,0.0,HG=F,30min,yfinance
2025-02-27 01:00:00-05:00,4.51200008392334,4.527500152587891,4.51200008392334,4.5269999504089355,76,0.0,0.0,HG=F,30min,yfinance
2025-02-27 01:30:00-05:00,4.5289998054504395,4.531499862670898,4.5289998054504395,4.531499862670898,8,0.0,0.0,HG=F,30min,yfinance
2025-02-27 02:00:00-05:00,4.53249979019165,4.5370001792907715,4.5289998054504395,4.5335001945495605,60,0.0,0.0,HG=F,30min,yfinance
2025-02-27 02:30:00-05:00,4.53249979019165,4.546000003814697,4.531000137329102,4.545000076293945,57,0.0,0.0,HG=F,30min,yfinance
2025-02-27 03:00:00-05:00,4.549499988555908,4.561999797821045,4.549499988555908,4.552499771118164,60,0.0,0.0,HG=F,30min,yfinance
2025-02-27 03:30:00-05:00,4.5920000076293945,4.606500148773193,4.552000045776367,4.5995001792907715,11095,0.0,0.0,HG=F,30min,yfinance
2025-02-27 04:00:00-05:00,4.598999977111816,4.611999988555908,4.544000148773193,4.611000061035156,1317,0.0,0.0,HG=F,30min,yfinance
2025-02-27 04:30:00-05:00,4.610499858856201,4.620999813079834,4.566999912261963,4.618500232696533,593,0.0,0.0,HG=F,30min,yfinance
2025-02-27 05:00:00-05:00,4.618000030517578,4.622000217437744,4.573999881744385,4.621500015258789,593,0.0,0.0,HG=F,30min,yfinance
2025-02-27 05:30:00-05:00,4.622000217437744,4.625500202178955,4.578499794006348,4.622499942779541,496,0.0,0.0,HG=F,30min,yfinance
2025-02-27 06:00:00-05:00,4.623000144958496,4.630000114440918,4.58050012588501,4.620500087738037,678,0.0,0.0,HG=F,30min,yfinance
2025-02-27 06:30:00-05:00,4.620999813079834,4.626500129699707,4.564000129699707,4.604499816894531,968,0.0,0.0,HG=F,30min,yfinance
2025-02-27 07:00:00-05:00,4.605000019073486,4.615499973297119,4.564499855041504,4.611999988555908,730,0.0,0.0,HG=F,30min,yfinance
2025-02-27 07:30:00-05:00,4.611999988555908,4.642000198364258,4.568999767303467,4.635499954223633,2023,0.0,0.0,HG=F,30min,yfinance
2025-02-27 08:00:00-05:00,4.635499954223633,4.647500038146973,4.583000183105469,4.635499954223633,2363,0.0,0.0,HG=F,30min,yfinance
2025-02-27 08:30:00-05:00,4.636499881744385,4.668499946594238,4.585999965667725,4.631499767303467,4407,0.0,0.0,HG=F,30min,yfinance
2025-02-27 09:00:00-05:00,4.631499767303467,4.650000095367432,4.581500053405762,4.645500183105469,2081,0.0,0.0,HG=F,30min,yfinance
2025-02-27 09:30:00-05:00,4.644499778747559,4.647500038146973,4.558499813079834,4.610000133514404,3345,0.0,0.0,HG=F,30min,yfinance
2025-02-27 10:00:00-05:00,4.609000205993652,4.620500087738037,4.551000118255615,4.602499961853027,3121,0.0,0.0,HG=F,30min,yfinance
2025-02-27 10:30:00-05:00,4.604000091552734,4.607500076293945,4.546999931335449,4.5894999504089355,1583,0.0,0.0,HG=F,30min,yfinance
2025-02-27 11:00:00-05:00,4.590000152587891,4.610499858856201,4.545499801635742,4.59499979019165,1718,0.0,0.0,HG=F,30min,yfinance
2025-02-27 11:30:00-05:00,4.59499979019165,4.620999813079834,4.55649995803833,4.618000030517578,3081,0.0,0.0,HG=F,30min,yfinance
2025-02-27 12:00:00-05:00,4.618500232696533,4.631999969482422,4.583499908447266,4.625999927520752,2214,0.0,0.0,HG=F,30min,yfinance
2025-02-27 12:30:00-05:00,4.626500129699707,4.627999782562256,4.574999809265137,4.618000030517578,3190,0.0,0.0,HG=F,30min,yfinance
2025-02-27 13:00:00-05:00,4.618000030517578,4.624499797821045,4.581500053405762,4.619500160217285,977,0.0,0.0,HG=F,30min,yfinance
2025-02-27 13:30:00-05:00,4.619999885559082,4.619999885559082,4.57450008392334,4.616499900817871,424,0.0,0.0,HG=F,30min,yfinance
2025-02-27 14:00:00-05:00,4.616499900817871,4.61899995803833,4.572999954223633,4.60699987411499,43101,0.0,0.0,HG=F,30min,yfinance
2025-02-27 14:30:00-05:00,4.606500148773193,4.606500148773193,4.561500072479248,4.6020002365112305,508,0.0,0.0,HG=F,30min,yfinance
2025-02-27 15:00:00-05:00,4.60099983215332,4.60699987411499,4.553999900817871,4.5960001945495605,657,0.0,0.0,HG=F,30min,yfinance
2025-02-27 15:30:00-05:00,4.596499919891357,4.598999977111816,4.550000190734863,4.5904998779296875,462,0.0,0.0,HG=F,30min,yfinance
2025-02-27 16:00:00-05:00,4.5914998054504395,4.5929999351501465,4.550000190734863,4.5894999504089355,417,0.0,0.0,HG=F,30min,yfinance
2025-02-27 16:30:00-05:00,4.551499843597412,4.5960001945495605,4.551499843597412,4.5945000648498535,235,0.0,0.0,HG=F,30min,yfinance
2025-02-27 18:00:00-05:00,4.5954999923706055,4.5970001220703125,4.556000232696533,4.593500137329102,145,0.0,0.0,HG=F,30min,yfinance
2025-02-27 18:30:00-05:00,4.593999862670898,4.59499979019165,4.553999900817871,4.5920000076293945,73,0.0,0.0,HG=F,30min,yfinance
2025-02-27 19:00:00-05:00,4.5914998054504395,4.5920000076293945,4.584000110626221,4.586999893188477,297,0.0,0.0,HG=F,30min,yfinance
2025-02-27 19:30:00-05:00,4.5879998207092285,4.5904998779296875,4.55049991607666,4.58050012588501,252,0.0,0.0,HG=F,30min,yfinance
2025-02-27 20:00:00-05:00,4.58050012588501,4.59499979019165,4.554999828338623,4.589000225067139,698,0.0,0.0,HG=F,30min,yfinance
2025-02-27 20:30:00-05:00,4.5879998207092285,4.5879998207092285,4.571499824523926,4.572500228881836,624,0.0,0.0,HG=F,30min,yfinance
2025-02-27 21:00:00-05:00,4.572000026702881,4.579999923706055,4.570000171661377,4.573999881744385,403,0.0,0.0,HG=F,30min,yfinance
2025-02-27 21:30:00-05:00,4.57450008392334,4.58050012588501,4.570000171661377,4.571000099182129,281,0.0,0.0,HG=F,30min,yfinance
2025-02-27 22:00:00-05:00,4.571000099182129,4.57450008392334,4.5335001945495605,4.565999984741211,296,0.0,0.0,HG=F,30min,yfinance
2025-02-27 22:30:00-05:00,4.566999912261963,4.572500228881836,4.533999919891357,4.563499927520752,312,0.0,0.0,HG=F,30min,yfinance
